품목별,2003,,품목별,2004,,품목별,2006,,품목별,2007,,품목별,2008,,품목별,2009,,품목별,2011,,품목별,2012,,품목별,2013,,품목별 ,2012,,품목별,2016,,품목별,2017,,품목별,2018,,품목별,2019,,품목별,2021
품목별,출하금액 (백만원),,품목별,출하금액 (백만원),,품목별,출하금액 (백만원),,품목별,출하금액 (백만원),,품목별,출하금액 (백만원),,품목별,출하금액 (백만원),,품목별,출하금액 (백만원),,품목별,출하금액 (백만원),,품목별,출하금액 (백만원),,품목별 ,출하금액 (백만원),,품목별,출하액 (백만원),,품목별,출하액 (백만원),,품목별,출하액 (백만원),,품목별,출하액 (백만원),,품목별,출하액 (백만원)
플라스틱 타일,325845,,귀금속 2차정련품,118097,,기타 도금 및 피복처리 강재,119072,,  LCD용 유리,3655988,,  기타 산업용 유리제품,50624,,  기타 판유리 가공품,201757,,  기타 플라스틱 제품,532710,,  플라스틱 사무 및 문구용품,139702,,플라스틱 헬멧,73957,,플라스틱 헬멧,81569,,운송장비용 플라스틱제품,12166711,,Key Pad,420698,,기타 기계용 플라스틱제품,987996,,우레탄 발포제품,1225190,, 방진고무,  1 227 008
위생용 플라스틱제품,446524,,기타 비철금속 1차정련품,469744,,철분(철분쇄물),31704,,  ITO코팅유리            ,64521,,  가정용 유리제품,90128,,  브라운관용 유리,327887,, 비금속 광물제품 제조업,30850114,,  플라스틱 자석,8554,,플라스틱 사무 및 문구용품,108324,,플라스틱 사무 및 문구용품,107308,,Key Pad,566127,,핸드폰케이스,1033114,,폴리스티렌 발포제품,2756177,,기타 플라스틱 발포제품,173401,, 공업용 고무롤,   111 821
플라스틱 창문 및 문,972374,,기타 비철금속 2차정련품,74204,,철강 절단품(구입한 강재 절단),6113900,,  기타 산업용 유리제품,67215,,  유리용기,517793,,  전등용 유리,27332,,  판유리,753249,,  기타 플라스틱 제품,555753,,플라스틱 자석,9341,,플라스틱 자석,8117,,핸드폰케이스,1264081,,전기 및 전자기기용 플라스틱제품,2579117,,우레탄 발포제품,1133422,,접착테이프,2945415,, 공업용 고무판,   97 655
기타 건축용 플라스틱 조립제품,279003,,동봉,557210,,동1차정련품,3692025,,  가정용 유리제품,75538,,  기타 1차유리,...,,  LCD용 유리,7789605,,  유리장섬유,206769,, 비금속 광물제품 제조업,30957407,,기타 플라스틱 제품,532960,,기타 플라스틱 제품,617396,,전기 및 전자기기용 플라스틱제품,3016747,,기타 기계용 플라스틱제품,1070442,,기타 플라스틱 발포제품,187550,,플라스틱 적층품,1516884,, 고무 관 및 파이프,   131 170
플라스틱 봉투,523959,,나동선,1329936,,동 2차정련품,493267,,  유리용기,515322,,  기타 유리제품,30768,,  ＩＴＯ코팅유리　　　　　　　　　　　　,51441,,  유리단섬유,169022,,  판유리,601981,,비금속 광물제품 제조업,31539394,,비금속 광물제품 제조업,31833342,,기타 기계용 플라스틱제품,1044326,,폴리스티렌 발포제품,2810294,,접착테이프,2657380,,플라스틱 주방용품,835907,, 고무호스,   798 380
플라스틱 병,629311,,동판,680540,,알루미나,16098,,  기타 1차유리,...,,  토기제품,4292,,  기타 산업용 유리제품,70349,,  유리섬유 제품(직물제외),190936,,  유리장섬유,213932,,판유리,632026,,판유리,602743,,폴리스티렌 발포제품,2493840,,우레탄 발포제품,1035376,,플라스틱 적층품,1788789,,가구용 플라스틱제품,180876,, 고무벨트,   259 635
플라스틱 뚜껑,291885,,동박(두께 0.15 ㎜ 이하),180039,,알루미늄 1차정련품,155932,,  기타 유리제품,45198,,  가정용 도자기,145694,,  가정용 유리제품,109969,,  차량용 안전유리,630293,,  유리단섬유,130394,,유리장섬유,171334,,유리장섬유,194199,,우레탄 발포제품,1055621,,기타 플라스틱 발포제품,237972,,플라스틱 주방용품,864901,,오토바이용 헬멧,140723,, 고무직물,   17 403
기타 플라스틱 포장용기,1651737,,동관,831425,,알루미늄 2차정련품,2039683,,  토기제품,5635,,  장식용 도자기,2668,,  유리용기,515594,,  기타 안전유리,785617,,  유리섬유 제품(직물제외),190907,,유리단섬유,219295,,유리단섬유,205262,,기타 플라스틱 발포제품,301140,,접착테이프,2907435,,가구용 플라스틱제품,186058,,플라스틱 헬멧,107130,, 기타 산업용 고무제품,   241 732
운송장비용 플라스틱제품,4389423,,동제의 관연결구류,150355,,연 1차정련품,256838,,  가정용 도자기,132158,,  세면기,52027,,  기타 유리제품,56565,,  차량용 거울,460355,,  차량용 안전유리,624698,,유리섬유 제품(직물제외),259611,,유리섬유 제품(직물제외),323374,,접착테이프,2649941,,플라스틱 적층품,1631393,,오토바이용 헬멧,133702,,플라스틱 사무 및 문구용품,117707,, 고무 장갑,   75 431
전기 및 전자기기용 플라스틱제품,676670,,알루미늄 봉(압연에 의한 것),68358,,연 2차정련품,73250,,  장식용 도자기,1601,,  변기,50156,,  토기제품,5217,,  유리 거울(차량용 제외),86062,,  건물용 안전유리,592265,,차량용 안전유리,647413,,차량용 안전유리,729290,,플라스틱 적층품,1970495,,플라스틱 주방용품,913545,,플라스틱 헬멧,113575,,플라스틱 자석,17662,, 피임용 기구(고무제), X
기타 기계용 플라스틱제품,1043765,,알루미늄 샷시바(압출에 의한 것),1053655,,아연 1차정련품,2007374,,  세면기,60043,,  욕조,22869,,  가정용 도자기,141642,,  기타 판유리 가공품,194931,,  차량용 거울,463586,,건물용 안전유리,697741,,건축용 안전유리,897620,,플라스틱 주방용품,1077097,,가구용 플라스틱제품,185694,,플라스틱 사무 및 문구용품,106825,,기타 플라스틱 제품,921368,, 고무젖꼭지,   6 376
폴리스티렌 발포제품,893683,,알루미늄 선,103898,,아연 2차정련품,98164,,  변기,56372,,  기타 위생도기제품,16925,,  장식용 도자기,1806,,  브라운관용 유리,41906,,  유리 거울(차량용 제외),82168,,차량용 거울,467887,,차량용 거울,545599,,가구용 플라스틱제품,148309,,오토바이용 헬멧,139218,,플라스틱 자석,13687,,비금속 광물제품 제조업,34026717,, 기타 위생용 고무제품,   47 507
우레탄 발포제품,549011,,알루미늄 판,1217970,,귀금속 1차정련품,1295628,,  욕조,8272,,  전기용 도자기,75305,,  세면기,53585,,  전등용 유리,23277,,  복층절연유리,38875,,유리 거울(차량용 제외),72104,,유리거울(차량용 제외),50158,,오토바이용 헬멧,135830,,플라스틱 헬멧,70752,,기타 플라스틱 제품,832414,,판유리,567631,, 고무 매트,   397 835
기타 플라스틱 발포제품,89247,,알루미늄박(두께 0.2 ㎜ 이하),488399,,귀금속 2차정련품,239337,,  기타 위생도기제품,11678,,  세라믹제 및 페라이트 자석,62701,,  변기,48939,,  LCD용 유리,7707266,,  기타 판유리 가공품,180581,,복층절연유리,66862,,복층절연유리,115231,,플라스틱 헬멧,70823,,플라스틱 사무 및 문구용품,116034,,비금속 광물제품 제조업,35372193,,차량용 안전유리,741926,, 고무 보트, X
플라스틱 적층품,575298,,알루미늄 관,770063,,기타 비철금속 1차정련품,612897,,  전기용 도자기,61595,,  페라이트코아(철심),152137,,  욕조,30140,,  ＩＴＯ코팅유리　　　　　　　　　　　　,178645,,  브라운관용 유리,24211,,기타 판유리 가공품,214526,,기타 판유리 가공품,214250,,플라스틱 사무 및 문구용품,106125,,플라스틱 자석,12489,,판유리,703118,,건축용 안전유리,567983,, 고무줄 및 밴드,   56 211
접착테이프,538101,,알루미늄제  관연결구류,34210,,기타 비철금속 2차정련품,93241,,  세라믹제 및 페라이트 자석,50074,,  기타 산업용 도자기,54041,,  기타 위생도기제품,39493,,  기타 산업용 유리제품,118759,,  전등용 유리,26067,,브라운관용 유리,...,,브라운관용 유리,...,,플라스틱 자석,8202,,기타 플라스틱 제품,890225,,차량용 안전유리,693749,,차량용 거울,637998,, 고무 자석, X
플라스틱 주방용품,395955,,"니켈 압연,압출 및 연신제품",4771,,동봉,1245272,,  페라이트코아(철심),150368,,  도자기제조용 분말,20578,,  전기용 도자기,57176,,  가정용 유리제품,133129,,  LCD용 유리,6352761,,전등용 유리,24360,,전등용 유리,12091,,기타 플라스틱 제품,749949,,비금속 광물제품 제조업,36235039,,건축용 안전유리,590084,,유리거울(차량용 제외),54975,, 고무스펀지 및 발포성제품,   323 969
가구용 플라스틱제품,66731,,"연(납) 압연,압출 및 연신제품",53289,,나동선,2633360,,  기타 산업용 도자기,46593,,  기타 일반도자기,...,,  세라믹제 및 페라이트 자석,61322,,  유리용기,590413,,  ＩＴＯ코팅유리　　　　　　　　　　　　,272397,,LCD용 유리,5347515,,LCD용 유리,4554355,,비금속 광물제품 제조업,35222616,,판유리,616340,,차량용 거울,646711,,복층절연유리,344591,, 기타 고무제품,   127 034
플라스틱 헬멧,202987,,"아연 압연,압출 및 연신제품",31361,,동판,862313,,  도자기제조용 분말,18205,,  내화 벽돌 및 블록,332281,,  페라이트코아(철심),93469,,  기타 1차유리,...,,  기타 산업용 유리제품,106750,,ＩＴＯ코팅유리　　　　　　　　　　　　,104840,,ＩＴＯ코팅유리　　　　　　　　　　　　,89060,,판유리,670045,,차량용 안전유리,703168,,유리거울(차량용 제외),55974,,기타 판유리 가공품,295592,, 플라스틱 프로파일,   378 316
플라스틱 사무 및 문구용품,118224,,"주석 압연,압출 및 연신제품",28050,,동박(두께 0.15 ㎜ 이하),257748,,  기타 일반도자기,...,,  내화 타일,81682,,  기타 산업용 도자기,43355,,  기타 유리제품,36209,,  가정용 유리제품,144048,,기타 산업용 유리제품,63564,,기타 산업용 유리제품,58837,,차량용 안전유리,744078,,건축용 안전유리,628588,,복층절연유리,336397,,유리장섬유,156557,, 플라스틱 샤시바,   643 090
기타 플라스틱 제품,532455,,텅스텐(중석) 압연 및 압출 제품,18178,,동관,1205161,,  내화 벽돌 및 블록,292375,,  내화 도가니,...,,  도자기제조용 분말,28125,,  토기제품,11162,,  일반 유리용기,542864,,가정용 유리제품,139387,,가정용 유리제품,135804,,건축용 안전유리,605379,,차량용 거울,654104,,기타 판유리 가공품,322146,,유리단섬유,157492,, 플라스틱 파이프,  1 186 236
폐플라스틱제품,22078,,귀금속 압연 및 압출 제품,...,,동제의 관연결구류,173199,,  내화 타일,60433,,  기타 정형 내화물,53989,,  기타 일반도자기,...,,  가정용 도자기,165599,,  실험실용 및 약물 포장용 유리용기,71355,,일반 유리용기,454739,,일반 유리용기,563747,,차량용 거울,626536,,유리거울(차량용 제외),46633,,유리장섬유,159539,,유리섬유 제품(직물제외),332063,, 플라스틱 호스,   330 710
비금속광물제품 제조업,22083256,,기타 비철금속 압연 및 압출제품,191729,,알루미늄 봉(압연에 의한 것),91590,,  내화 도가니,...,,  내화시멘트,107001,,  내화 벽돌 및 블록,187465,,  장식용 도자기,1028,,  기타 1차유리,...,,실험실용 및 약물 포장용 유리용기,125526,,실험실용 및 약물 포장용 유리용기,139453,,유리거울(차량용 제외),38457,,복층절연유리,310692,,유리단섬유,155128,,기타 1차 유리제품,19165,, 플라스틱 연결구류,   494 716
프로트판 유리,427522,,동 분말,62902,,알루미늄 샷시바(압출에 의한 것),1178562,,  기타 정형 내화물,8451,,  기타 부정형 내화물,302411,,  내화 타일,75140,,  세면기,54571,,  기타 유리제품,29679,,기타 1차유리,20179,,기타 1차유리,15193,,복층절연유리,223444,,기타 판유리 가공품,270877,,유리섬유 제품(직물제외),340523,,브라운관용 유리,X,, 폴리에틸렌(PE)필름,  2 528 034
기타 판유리,...,,알루미늄 분말,14403,,알루미늄 선,121557,,  내화시멘트,106640,,  점토 벽돌,174751,,  내화 도가니,...,,  변기,31087,,  토기제품,11018,,기타 유리제품,12561,,기타 유리제품,7739,,기타 판유리 가공품,196045,,유리장섬유,200658,,기타 1차 유리제품,34418,,LCD용 유리,2873030,, 폴리프로필렌(PP)필름,   751 196
기타 1차유리,19427,,아연 분말,45709,,알루미늄 판,1369663,,  기타 부정형 내화물,286793,,  점토 기와,26881,,  기타 정형 내화물,61726,,  욕조,16512,,  가정용 도자기,155977,,토기제품,7777,,토기제품,9769,,유리장섬유,207981,,유리단섬유,180563,,브라운관용 유리,X,,OLED용 유리,306113,, 폴리에스터(PET)필름,  2 689 860
유리장섬유,212263,,기타 비철금속 분말,98884,,알루미늄박(두께 0.2 ㎜ 이하),470133,,  점토 벽돌,165601,,  점토 타일,194182,,  내화시멘트,58397,,  기타 위생도기제품,20332,,  장식용 도자기,2312,,가정용 도자기,162111,,가정용 도자기,154524,,유리단섬유,204342,,유리섬유 제품(직물제외),298563,,LCD용 유리,3141279,,투명전도막 코팅유리,92007,, 플라스틱필름(포장용),  1 584 086
유리단섬유,107463,,기타 １차 비철금속제품,203147,,알루미늄 관,1010137,,  점토 기와,30180,,  구조용 비내화 요업제품,...,,  기타 부정형 내화물,412667,,  전기용 도자기,85698,,  세면기,33657,,장식용 도자기,...,,장식용 도자기,...,,유리섬유 제품(직물제외),304067,,기타 1차 유리제품,5389,,OLED용 유리,260133,,태양전지용 유리,4228,, 폴리염화비닐(PVC)필름,   873 304
보일 및 매트(유리섬유제),54646,,회주물(보통주철),1168492,,알루미늄제  관연결구류,41840,,  점토 타일,225570,,  기타 구조용 비내화 요업제품,...,,  점토 벽돌,228980,,  세라믹제 및 페라이트 자석,89381,,  변기,58351,,세면기,34586,,세면기,41100,,기타 1차 유리제품,4657,,브라운관용 유리,X,,투명전도막 코팅유리,98023,,PDP용 유리,X,, 폴리스티렌(PS)필름,   85 424
기타 유리섬유제품,13352,,가단주물,104036,,"니켈 압연,압출 및 연신제품",5227,,  구조용 비내화 요업제품,...,,  시멘트 크링커,658694,,  점토 기와,39684,,  페라이트코아(철심),64420,,  욕조,10708,,변기,60258,,변기,64504,,브라운관용 유리,6647,,LCD용 유리,3332109,,태양전지용 유리,4208,,전등용 유리,12439,, 플라스틱필름(포장용 제외),  1 568 162
표면처리유리,63826,,구상흑연주물(덕타일 주물),142508,,"연(납) 압연,압출 및 연신제품",103693,,  기타 구조용 비내화 요업제품,2960,,  보통시멘트,745956,,  점토 타일,253054,,  기타 산업용 도자기,59352,,  기타 위생도기제품,13541,,욕조,19104,,욕조,25057,,LCD용 유리,3759660,,OLED용 유리,165611,,PDP용 유리,12357,,기타 산업용 유리제품,73694,,,
곡유리,12170,,보통강 주물,539394,,"아연 압연,압출 및 연신제품",84829,,  시멘트 크링커,360767,,  백색시멘트,...,,  기타 구조용 비내화 요업제품,...,,  도자기제조용 분말,37217,,  전기용 도자기,59985,,기타 위생도기제품,18097,,기타 위생도기제품,29214,,OLED용 유리,149347,,투명전도막 코팅유리,106541,,전등용 유리,12953,,가정용 유리제품,110260,, 플라스틱 시트 및 판(포장용),  1 396 561
조각 및 엣칭유리,7940,,특수강 주물(합금강주물),328187,,"주석 압연,압출 및 연신제품",21086,,  보통시멘트,708008,,  기타 포트랜드 시멘트,1069908,,  시멘트 크링커,482811,,  기타 일반도자기,...,,  세라믹제 및 페라이트 자석,159766,,전기용 도자기,53475,,전기용 도자기,80142,,투명전도막 코팅유리,84880,,태양전지용 유리,X,,기타 산업용 유리제품,75800,,일반 유리용기,664485,, 플라스틱 시트 및 판(포장용 제외),   983 438
기타 가공 판유리,48411,,알루미늄 주물,538440,,텅스텐(중석) 압연 및 압출 제품,6322,,  백색시멘트,...,,  알루미나시멘트,...,,  보통시멘트,1039393,,  내화 벽돌 및 블록,254680,,  페라이트코아(철심),64686,,세라믹제 및 페라이트 자석,177264,,세라믹제 및 페라이트 자석,175603,,태양전지용 유리,3478,,PDP용 유리,X,,가정용 유리제품,93458,,실험실용 및 약물 포장용 유리용기,140612,, 합성피혁,   791 948
강화유리,160192,,동 주물,223403,,귀금속 압연 및 압출 제품,55951,,  기타 포트랜드 시멘트,1527046,,  고로슬래그시멘트,466537,,  백색시멘트,...,,  내화 타일,35648,,  기타 산업용 도자기,39057,,페라이트코아(철심),103914,,페라이트 코아(철심),96342,,PDP용 유리,52341,,전등용 유리,11449,,일반 유리용기,618235,,기타 유리제품,7301,, 플라스틱장판,   347 385
접합유리(자동차용 제외),4478,,기타 비철금속 주물,168492,,기타 비철금속 압연 및 압출제품,271962,,  알루미나시멘트,...,,  기타 수경성 시멘트,19652,,  기타 포트랜드 시멘트,1380099,,  내화 도가니,...,,  도자기제조용 분말,36681,,기타 산업용 도자기,30103,,기타 산업용 도자기,26695,,전등용 유리,12642,,기타 산업용 유리제품,154761,,실험실용 및 약물 포장용 유리용기,175547,,내화벽돌 및 블록,396973,, 플라스틱벽지,   54 810
운송장비용 안전유리,384142,,조립금속제품 제조업,32975977,,동 분말,66193,,  고로슬래그시멘트,389839,,  생석회,112512,,  알루미나시멘트,...,,  기타 정형 내화물,70278,,  기타 일반도자기,...,,도자기제조용 분말,34799,,도자기 제조용 분말,34240,,기타 산업용 유리제품,77158,,가정용 유리제품,109345,,기타 유리제품,14030,,내화타일,49684,, 플라스틱 타일,  1 172 116
백밀러(차량용),195368,,금속제 문,623466,,알루미늄 분말,91877,,  기타 수경성 시멘트,15304,,  소석회,35505,,  고로슬래그시멘트,541603,,  내화시멘트,54618,,  내화 벽돌 및 블록,306946,,기타 일반도자기,...,,기타 일반도자기,...,,가정용 유리제품,114983,,일반 유리용기,455832,,내화벽돌 및 블록,387798,,내화도가니,X,, 설치용 및 위생용 플라스틱제품,  1 091 938
유리거울,90329,,금속제 창문,905358,,아연 분말,94836,,  생석회,69415,,  기타 석회,22772,,  기타 수경성 시멘트,60662,,  기타 부정형 내화물,573501,,  내화 타일,40277,,내화 벽돌 및 블록,340371,,내화벽돌 및 블록,339192,,일반 유리용기,527234,,실험실용 및 약물 포장용 유리용기,189367,,내화타일,51326,,기타 정형 내화 요업제품,101984,, 플라스틱 창문 및 문,  1 690 534
복층유리,277556,,건축용 금속 공작물,1522841,,기타 비철금속 분말,126130,,  소석회,32621,,  플라스터,23946,,  생석회,100393,,  점토 벽돌,241764,,  내화 도가니,15395,,내화 타일,42453,,내화타일,45496,,실험실용 및 약물 포장용 유리용기,178134,,기타 유리제품,19534,,내화도가니,X,,내화시멘트,192761,, 기타 건축용 플라스틱 조립제품,   625 141
진공용기 내장유리 및 이화학용 유리,5991,,판금제품,1329302,,기타 １차 비철금속제품,315741,,  기타 석회,27089,,  비내화 모르타르,279386,,  소석회,42026,,  점토 기와,39325,,  기타 정형 내화물,83158,,내화 도가니,14047,,내화도가니,13438,,기타 유리제품,5963,,내화벽돌 및 블록,327815,,기타 정형 내화 요업제품,93008,,기타 부정형 내화 요업제품,409606,, 플라스틱 봉투,  2 231 605
건축용 유리제품,12063,,육상금속 구조물,3285043,,회주물(보통주철),1180972,,  플라스터,25353,,  레미콘,7289326,,  기타 석회,43586,,  점토 타일,274015,,  내화시멘트,156892,,기타 정형 내화물,88332,,기타 정형내화물,61510,,내화벽돌 및 블록,319681,,내화타일,51859,,내화시멘트,216925,,토기제품,5697,, 플라스틱 병,  1 995 123
"브라운관용 및 음극선관용 유리(panel,funnel,neck 등)",991642,,교량,522348,,가단주물,109395,,  비내화 모르타르,282376,,  석고보드,373640,,  플라스터,17589,,  구조용 비내화 요업제품,...,,  기타 부정형 내화물,454556,,내화시멘트,160446,,내화시멘트,181517,,내화타일,57364,,내화도가니,X,,기타 부정형 내화 요업제품,359366,,가정용 도자기,90773,, 플라스틱 뚜껑,   861 022
전등용 및 조명기용 유리,39938,,수상금속 구조물,3406442,,구상흑연주물(덕타일 주물),185696,,  레미콘,6567070,,  기타 석고 제품,3671,,  비내화 모르타르,284293,,  기타 구조용 비내화 요업제품,...,,  점토 벽돌,229926,,기타 부정형 내화물,367400,,기타 부정형내화물,382006,,내화도가니,X,,기타 정형 내화 요업제품,87863,,토기제품,X,,장식용 도자기,X,, 기타 플라스틱 포장용기,  4 028 599
시계용 유리,5461,,금속제 조립식 건축물,201822,,보통강 주물,734048,,  석고보드,356117,,  섬유시멘트 제품,9968,,  레미콘,6710821,,  시멘트 크링커,515059,,  점토 기와,38587,,점토 벽돌,205582,,점토벽돌,197485,,기타 정형 내화 요업제품,77942,,내화시멘트,186884,,가정용 도자기,109748,,세면기,57273,, 운송장비용 플라스틱제품,  12 296 319
LCD용 유리,807887,,금속제 조립식 건축물용 판넬,1124682,,특수강 주물(합금강주물),413574,,  기타 석고 제품,4061,,  콘크리트 블록,379925,,  석고보드,329696,,  보통시멘트,1030857,,  점토 타일,268106,,점토 기와,36705,,점토기와,35050,,내화시멘트,190909,,기타 부정형 내화 요업제품,357749,,장식용 도자기,X,,변기,83276,, Key Pad,   193 890
I.T.O 유리,155768,,산업용 온수보일러,191966,,알루미늄 주물,655842,,  섬유시멘트 제품,26737,,  콘크리트 벽돌,64455,,  기타 석고 제품,25103,,  백색시멘트,62770,,  구조용 비내화 요업제품,...,,점토 타일,279714,,점토타일,328046,,기타 부정형 내화 요업제품,354766,,토기제품,6951,,세면기,84084,,욕조,22697,, 핸드폰케이스,   688 006
기타 산업용 유리제품,45593,,방열기,74310,,동 주물,209093,,  콘크리트 블록,333514,,  콘크리트 타일,65308,,  섬유시멘트 제품,14909,,  기타 포트랜드 시멘트,1172471,,  기타 구조용 비내화 요업제품,...,,구조용 비내화 요업제품,4668,,구조용 비내화 요업제품,6383,,토기제품,8952,,가정용 도자기,114556,,변기,89146,,기타 위생도기제품,27280,, 전기 및 전자기기용 플라스틱제품,  3 034 705
유리식기,25735,,산업용 온수보일러 및 방열기의 부품,79419,,기타 비철금속 주물,755181,,  콘크리트 벽돌,83131,,  콘크리트 기와,7300,,  콘크리트 블록,519933,,  알루미나시멘트,...,,  시멘트 크링커,580766,,기타 구조용 비내화 요업제품,...,,기타 구조용 비내화 요업제품,...,,가정용 도자기,123628,,장식용 도자기,X,,욕조,25363,,전기용 도자기,192431,, 기타 기계용 플라스틱제품,  1 169 801
유리컵,35132,,저장용 금속탱크,1335262,,조립금속제품 제조업,41384616,,  콘크리트 타일,80062,,  인조대리석,98933,,  콘크리트 벽돌,85187,,  고로슬래그시멘트,329233,,  보통시멘트,1112988,,시멘트 크링커,387339,,시멘트 크링커,649044,,장식용 도자기,X,,세면기,56138,,기타 위생도기제품,35546,,세라믹제 및 페라이트 자석,149932,, 폴리스티렌 발포제품,  2 938 294
주방용 유리제품,14470,,압력 용기,280596,,금속제 문,741682,,  콘크리트 기와,...,,  콘크리트 벽면,110774,,  콘크리트 타일,63349,,  기타 수경성 시멘트,37896,,  백색시멘트,69510,,보통 포틀렌드시멘트,1235723,,보통 포틀렌드시멘트,1345158,,세면기,36018,,변기,76312,,전기용 도자기,216304,,페라이트 코아(철심),113738,, 우레탄 발포제품,  1 452 333
기타 가정용 유리제품,10053,,원자로,...,,금속제 창문,1029346,,  콘크리트 벽면,54048,,  조립식 건축자재(콘크리트제),50123,,  콘크리트 기와,...,,  생석회,304936,,  기타 포트랜드 시멘트,1115491,,백색시멘트,75535,,백색시멘트,70621,,변기,76340,,욕조,25328,,세라믹제 및 페라이트 자석,165574,,기타 산업용 도자기,35107,, 기타 플라스틱 발포제품,   216 348
유리용기,465217,,원자로의 부품,10940,,건축용 금속 공작물,1861543,,  조립식 건축자재(콘크리트제),34157,,  콘크리트 파일,533808,,  인조대리석,170712,,  소석회,50054,,  알루미나시멘트,...,,기타 포트랜드 시멘트,1345801,,기타 포트랜드 시멘트,1138822,,욕조,19396,,기타 위생도기제품,37807,,페라이트 코아(철심),106702,,도자기 제조용 분말,25220,, 접착테이프,  3 099 415
유리 마개류,5876,,수관보일러,609860,,판금제품,1670649,,  콘크리트 파일,391357,,  콘크리트 전주,91453,,  콘크리트 벽면,67261,,  기타 석회,55283,,  고로슬래그시멘트,475386,,알루미나시멘트,...,,알루미나시멘트,...,,기타 위생도기제품,28773,,전기용 도자기,197481,,기타 산업용 도자기,37379,,기타 일반도자기,X,, 플라스틱 적층품,  1 574 320
유리 앰플,27435,,연관보일러,45151,,육상금속 구조물,4645669,,  콘크리트 전주,73631,,  흄관 및 VR관,241211,,  조립식 건축자재(콘크리트제),40515,,  플라스터,19389,,  기타 수경성 시멘트,28587,,고로슬래그시멘트,790830,,고로슬래그시멘트,717887,,전기용 도자기,146573,,세라믹제 및 페라이트 자석,162235,,도자기 제조용 분말,25584,,점토벽돌,167511,, 플라스틱 주방용품,  1 133 343
기타 유리용기제품,3789,,기타 산업용 보일러,35638,,교량,356260,,  흄관 및 VR관,193825,,  기타 콘크리트관,406483,,  콘크리트 파일,438804,,  비내화 모르타르,266928,,  생석회,316629,,기타 수경성 시멘트,31226,,기타 수경성 시멘트,44031,,세라믹제 및 페라이트 자석,197711,,페라이트 코아(철심),96198,,기타 일반도자기,X,,점토기와,22345,, 가구용 플라스틱제품,   255 823
유리제의 구슬，모조 진주,23978,,보일러 부속품 및 부품,47698,,수상금속 구조물,3621909,,  기타 콘크리트관,329722,,  기타 조립구조재,128391,,  콘크리트 전주,116065,,  레미콘,6352374,,  소석회,68925,,생석회,283859,,생석회,388545,,페라이트 코아(철심),108819,,기타 산업용 도자기,40270,,점토벽돌,182857,,점토타일,273743,, 오토바이용 헬멧,   138 868
유리 세공품,11198,,분말야금제품,100930,,금속제 조립식 건축물,262961,,  기타 조립구조재,84748,,  기타 콘크리트，시멘트제품,34591,,  흄관 및 VR관,275708,,  석고보드,416508,,  기타 석회,38499,,소석회,58880,,소석회,81069,,기타 산업용 도자기,24492,,도자기 제조용 분말,38039,,점토기와,19085,,건축용 비내화 요업제품,6340,, 플라스틱 헬멧,   109 981
기타 유리제품,18152,,철강 단조물,1370196,,금속제 조립식 건축물용 판넬,1247535,,"  기타 콘크리트,시멘트제품",52916,,  건설용 석제품,282994,,  기타 콘크리트관,460060,,  기타 석고 제품,37119,,  플라스터,18141,,기타 석회,38553,,기타 석회,47634,,도자기 제조용 분말,41554,,기타 일반도자기,X,,점토타일,324201,,기타 건축용 비내화 요업제품,X,, 플라스틱 사무 및 문구용품,   126 548
토기제품(가정용품),7298,,비철금속 단조물,190600,,산업용 온수보일러,145448,,  건설용 석제품,284467,,  기념석,30818,,  기타 조립구조재,142338,,  섬유시멘트 제품,13770,,  비내화 모르타르,283169,,플라스터,20432,,플라스터,24143,,기타 일반도자기,X,,점토벽돌,187951,,건축용 비내화 요업제품,7134,,시멘트 클링커,417947,, 플라스틱 자석,   15 708
가정용 도자기,164124,,자동차용 프레스 가공품,1423275,,방열기,115618,,  기념석,37503,,  건물석,...,,  기타 콘크리트，시멘트제품,82630,,  콘크리트 블록,566193,,  레미콘,7182083,,비내화 모르타르,359660,,비내화 모르타르,396133,,점토벽돌,199368,,점토기와,24438,,기타 건축용 비내화 요업제품,X,,보통 포틀랜드시멘트,1476403,, 기타 플라스틱 제품,  1 124 151
도자기 장식품,8044,,기타 프레스 가공품,2166050,,산업용 온수보일러 및 방열기의 부품,101251,,  건물석,...,,  포장석,...,,  건설용 석제품,290151,,  콘크리트 벽돌,70903,,  석고보드,373070,,레미콘,7817701,,레미콘,8055459,,점토기와,32656,,점토타일,359138,,시멘트 클링커,693788,,백색시멘트,83387,,,
기타 가정용 도자기제품,7873,,금속 열처리 제품,53019,,저장용 금속탱크,1740338,,  기타 석재 가공품,10849,,  기타 석재 가공품,77757,,  착색 가공석재품(건설용),...,,  콘크리트 타일,54940,,  기타 석고 제품,56222,,석고보드,394628,,석고보드,417626,,점토타일,359862,,건축용 비내화 요업제품,8610,,보통 포틀랜드시멘트,1650328,,기타 포틀랜드 시멘트,801966,, 비금속 광물제품 제조업,  36 137 160
세면대(도자제),53383,,절삭가공,1421671,,압력 용기,502621,,  아스콘,608126,,  아스콘,697727,,  기념석,42018,,  콘크리트 기와,6954,,  섬유시멘트 제품,15631,,기타 석고 제품,32436,,기타 석고 제품,32827,,건축용 비내화 요업제품,8768,,기타 건축용 비내화 요업제품,X,,백색시멘트,87945,,알루미나시멘트,X,,,
