행정구역별,품목별,항목,단위,2014 년
전  국,저장용 금속탱크,사업체수[개],개,184
전  국,저장용 금속탱크,생산액[백만원],백만원,2055268
전  국,저장용 금속탱크,출하금액[백만원],백만원,2047067
전  국,저장용 금속탱크,완제품 연말재고액[백만원],백만원,48160
전  국,압력 용기,사업체수[개],개,87
전  국,압력 용기,생산액[백만원],백만원,959351
전  국,압력 용기,출하금액[백만원],백만원,975642
전  국,압력 용기,완제품 연말재고액[백만원],백만원,20204
전  국,수관보일러,사업체수[개],개,11
전  국,수관보일러,생산액[백만원],백만원,630010
전  국,수관보일러,출하금액[백만원],백만원,630110
전  국,수관보일러,완제품 연말재고액[백만원],백만원,100
전  국,연관보일러,사업체수[개],개,8
전  국,연관보일러,생산액[백만원],백만원,60723
전  국,연관보일러,출하금액[백만원],백만원,60550
전  국,연관보일러,완제품 연말재고액[백만원],백만원,698
전  국,기타 산업용 보일러,사업체수[개],개,17
전  국,기타 산업용 보일러,생산액[백만원],백만원,4176460
전  국,기타 산업용 보일러,출하금액[백만원],백만원,4176508
전  국,기타 산업용 보일러,완제품 연말재고액[백만원],백만원,3195
전  국,보일러 부속품 및 부품,사업체수[개],개,35
전  국,보일러 부속품 및 부품,생산액[백만원],백만원,91695
전  국,보일러 부속품 및 부품,출하금액[백만원],백만원,91855
전  국,보일러 부속품 및 부품,완제품 연말재고액[백만원],백만원,2173
전  국,원자로의 부품,사업체수[개],개,9
전  국,원자로의 부품,생산액[백만원],백만원,36799
전  국,원자로의 부품,출하금액[백만원],백만원,33313
전  국,원자로의 부품,완제품 연말재고액[백만원],백만원,10079
전  국,군사용 무기 및 부품,사업체수[개],개,71
전  국,군사용 무기 및 부품,생산액[백만원],백만원,3245579
전  국,군사용 무기 및 부품,출하금액[백만원],백만원,3235118
전  국,군사용 무기 및 부품,완제품 연말재고액[백만원],백만원,69862
전  국,비군사용 총기류,사업체수[개],개,1
전  국,비군사용 총기류,생산액[백만원],백만원,...
전  국,비군사용 총기류,출하금액[백만원],백만원,...
전  국,비군사용 총기류,완제품 연말재고액[백만원],백만원,...
전  국,가스총,사업체수[개],개,1
전  국,가스총,생산액[백만원],백만원,...
전  국,가스총,출하금액[백만원],백만원,...
전  국,가스총,완제품 연말재고액[백만원],백만원,...
전  국,기타 비군사용 무기 및 부품,사업체수[개],개,6
전  국,기타 비군사용 무기 및 부품,생산액[백만원],백만원,114058
전  국,기타 비군사용 무기 및 부품,출하금액[백만원],백만원,108843
전  국,기타 비군사용 무기 및 부품,완제품 연말재고액[백만원],백만원,7551
전  국,분말야금제품,사업체수[개],개,45
전  국,분말야금제품,생산액[백만원],백만원,354783
전  국,분말야금제품,출하금액[백만원],백만원,355917
전  국,분말야금제품,완제품 연말재고액[백만원],백만원,27886
전  국,보통강 단조물,사업체수[개],개,42
전  국,보통강 단조물,생산액[백만원],백만원,1665460
전  국,보통강 단조물,출하금액[백만원],백만원,1681433
전  국,보통강 단조물,완제품 연말재고액[백만원],백만원,41771
전  국,특수강 단조물,사업체수[개],개,28
전  국,특수강 단조물,생산액[백만원],백만원,629927
전  국,특수강 단조물,출하금액[백만원],백만원,624209
전  국,특수강 단조물,완제품 연말재고액[백만원],백만원,33140
전  국,기타 철강 단조물,사업체수[개],개,33
전  국,기타 철강 단조물,생산액[백만원],백만원,870263
전  국,기타 철강 단조물,출하금액[백만원],백만원,875479
전  국,기타 철강 단조물,완제품 연말재고액[백만원],백만원,50377
전  국,스테인리스 단조물,사업체수[개],개,17
전  국,스테인리스 단조물,생산액[백만원],백만원,70838
전  국,스테인리스 단조물,출하금액[백만원],백만원,71097
전  국,스테인리스 단조물,완제품 연말재고액[백만원],백만원,1157
전  국,알루미늄단조물,사업체수[개],개,18
전  국,알루미늄단조물,생산액[백만원],백만원,134753
전  국,알루미늄단조물,출하금액[백만원],백만원,134012
전  국,알루미늄단조물,완제품 연말재고액[백만원],백만원,7255
전  국,동단조물,사업체수[개],개,9
전  국,동단조물,생산액[백만원],백만원,43383
전  국,동단조물,출하금액[백만원],백만원,42691
전  국,동단조물,완제품 연말재고액[백만원],백만원,1481
전  국,기타 비철금속 단조물,사업체수[개],개,11
전  국,기타 비철금속 단조물,생산액[백만원],백만원,52926
전  국,기타 비철금속 단조물,출하금액[백만원],백만원,52059
전  국,기타 비철금속 단조물,완제품 연말재고액[백만원],백만원,3545
전  국,자동차용 프레스 가공품,사업체수[개],개,456
전  국,자동차용 프레스 가공품,생산액[백만원],백만원,4541031
전  국,자동차용 프레스 가공품,출하금액[백만원],백만원,4517550
전  국,자동차용 프레스 가공품,완제품 연말재고액[백만원],백만원,116784
전  국,가정용 압형제품(알루미늄제),사업체수[개],개,18
전  국,가정용 압형제품(알루미늄제),생산액[백만원],백만원,157373
전  국,가정용 압형제품(알루미늄제),출하금액[백만원],백만원,157451
전  국,가정용 압형제품(알루미늄제),완제품 연말재고액[백만원],백만원,2007
전  국,가정용 압형제품(스테인리스제),사업체수[개],개,36
전  국,가정용 압형제품(스테인리스제),생산액[백만원],백만원,357413
전  국,가정용 압형제품(스테인리스제),출하금액[백만원],백만원,356390
전  국,가정용 압형제품(스테인리스제),완제품 연말재고액[백만원],백만원,6815
전  국,기타 프레스 가공품,사업체수[개],개,336
전  국,기타 프레스 가공품,생산액[백만원],백만원,2575641
전  국,기타 프레스 가공품,출하금액[백만원],백만원,2559655
전  국,기타 프레스 가공품,완제품 연말재고액[백만원],백만원,70519
전  국,금속 열처리 제품,사업체수[개],개,120
전  국,금속 열처리 제품,생산액[백만원],백만원,844260
전  국,금속 열처리 제품,출하금액[백만원],백만원,838624
전  국,금속 열처리 제품,완제품 연말재고액[백만원],백만원,24561
전  국,절삭가공,사업체수[개],개,1086
전  국,절삭가공,생산액[백만원],백만원,5490127
전  국,절삭가공,출하금액[백만원],백만원,5455602
전  국,절삭가공,완제품 연말재고액[백만원],백만원,167114
전  국,기타 금속처리 제품,사업체수[개],개,194
전  국,기타 금속처리 제품,생산액[백만원],백만원,833855
전  국,기타 금속처리 제품,출하금액[백만원],백만원,827582
전  국,기타 금속처리 제품,완제품 연말재고액[백만원],백만원,26216
전  국,금속제 식탁용품(식기제외),사업체수[개],개,16
전  국,금속제 식탁용품(식기제외),생산액[백만원],백만원,34553
전  국,금속제 식탁용품(식기제외),출하금액[백만원],백만원,35111
전  국,금속제 식탁용품(식기제외),완제품 연말재고액[백만원],백만원,1140
전  국,칼 및 칼날(식탁용 나이프 제외),사업체수[개],개,18
전  국,칼 및 칼날(식탁용 나이프 제외),생산액[백만원],백만원,62967
전  국,칼 및 칼날(식탁용 나이프 제외),출하금액[백만원],백만원,62882
전  국,칼 및 칼날(식탁용 나이프 제외),완제품 연말재고액[백만원],백만원,2954
전  국,면도기 및 면도날,사업체수[개],개,3
전  국,면도기 및 면도날,생산액[백만원],백만원,138473
전  국,면도기 및 면도날,출하금액[백만원],백만원,137780
전  국,면도기 및 면도날,완제품 연말재고액[백만원],백만원,2659
전  국,가위,사업체수[개],개,12
전  국,가위,생산액[백만원],백만원,22277
전  국,가위,출하금액[백만원],백만원,22025
전  국,가위,완제품 연말재고액[백만원],백만원,1901
전  국,손톱 및 발톱 깍기,사업체수[개],개,13
전  국,손톱 및 발톱 깍기,생산액[백만원],백만원,63952
전  국,손톱 및 발톱 깍기,출하금액[백만원],백만원,62000
전  국,손톱 및 발톱 깍기,완제품 연말재고액[백만원],백만원,7593
전  국,건물용 철물,사업체수[개],개,88
전  국,건물용 철물,생산액[백만원],백만원,501870
전  국,건물용 철물,출하금액[백만원],백만원,500195
전  국,건물용 철물,완제품 연말재고액[백만원],백만원,22051
전  국,가구용 철물,사업체수[개],개,45
전  국,가구용 철물,생산액[백만원],백만원,221663
전  국,가구용 철물,출하금액[백만원],백만원,219947
전  국,가구용 철물,완제품 연말재고액[백만원],백만원,12378
전  국,자동차용 철물,사업체수[개],개,144
전  국,자동차용 철물,생산액[백만원],백만원,1535772
전  국,자동차용 철물,출하금액[백만원],백만원,1532745
전  국,자동차용 철물,완제품 연말재고액[백만원],백만원,34895
전  국,디지털 도어록,사업체수[개],개,34
전  국,디지털 도어록,생산액[백만원],백만원,295899
전  국,디지털 도어록,출하금액[백만원],백만원,294509
전  국,디지털 도어록,완제품 연말재고액[백만원],백만원,16178
전  국,"자물쇠, 열쇠 및 관련 부품(자동차용 제외)",사업체수[개],개,13
전  국,"자물쇠, 열쇠 및 관련 부품(자동차용 제외)",생산액[백만원],백만원,27616
전  국,"자물쇠, 열쇠 및 관련 부품(자동차용 제외)",출하금액[백만원],백만원,27624
전  국,"자물쇠, 열쇠 및 관련 부품(자동차용 제외)",완제품 연말재고액[백만원],백만원,1864
전  국,캐스터(소형바퀴),사업체수[개],개,18
전  국,캐스터(소형바퀴),생산액[백만원],백만원,72374
전  국,캐스터(소형바퀴),출하금액[백만원],백만원,72514
전  국,캐스터(소형바퀴),완제품 연말재고액[백만원],백만원,3402
전  국,가방 부착용 철물,사업체수[개],개,9
전  국,가방 부착용 철물,생산액[백만원],백만원,32757
전  국,가방 부착용 철물,출하금액[백만원],백만원,32223
전  국,가방 부착용 철물,완제품 연말재고액[백만원],백만원,1422
전  국,커튼 및 블라인드 부품,사업체수[개],개,4
전  국,커튼 및 블라인드 부품,생산액[백만원],백만원,8197
전  국,커튼 및 블라인드 부품,출하금액[백만원],백만원,8001
전  국,커튼 및 블라인드 부품,완제품 연말재고액[백만원],백만원,521
전  국,기타 일반철물,사업체수[개],개,88
전  국,기타 일반철물,생산액[백만원],백만원,249079
전  국,기타 일반철물,출하금액[백만원],백만원,246605
전  국,기타 일반철물,완제품 연말재고액[백만원],백만원,10194
전  국,드라이버,사업체수[개],개,1
전  국,드라이버,생산액[백만원],백만원,...
전  국,드라이버,출하금액[백만원],백만원,...
전  국,드라이버,완제품 연말재고액[백만원],백만원,...
전  국,스패너 및 렌치,사업체수[개],개,4
전  국,스패너 및 렌치,생산액[백만원],백만원,8467
전  국,스패너 및 렌치,출하금액[백만원],백만원,8358
전  국,스패너 및 렌치,완제품 연말재고액[백만원],백만원,382
전  국,기타 작업용 수공구,사업체수[개],개,19
전  국,기타 작업용 수공구,생산액[백만원],백만원,61758
전  국,기타 작업용 수공구,출하금액[백만원],백만원,62061
전  국,기타 작업용 수공구,완제품 연말재고액[백만원],백만원,3170
전  국,농업용 수공구,사업체수[개],개,2
전  국,농업용 수공구,생산액[백만원],백만원,...
전  국,농업용 수공구,출하금액[백만원],백만원,...
전  국,농업용 수공구,완제품 연말재고액[백만원],백만원,...
전  국,드릴,사업체수[개],개,12
전  국,드릴,생산액[백만원],백만원,49510
전  국,드릴,출하금액[백만원],백만원,48422
전  국,드릴,완제품 연말재고액[백만원],백만원,4173
전  국,햄머,사업체수[개],개,2
전  국,햄머,생산액[백만원],백만원,...
전  국,햄머,출하금액[백만원],백만원,...
전  국,햄머,완제품 연말재고액[백만원],백만원,...
전  국,기타 수공구,사업체수[개],개,21
전  국,기타 수공구,생산액[백만원],백만원,47132
전  국,기타 수공구,출하금액[백만원],백만원,46673
전  국,기타 수공구,완제품 연말재고액[백만원],백만원,6166
전  국,톱(수동식),사업체수[개],개,4
전  국,톱(수동식),생산액[백만원],백만원,16196
전  국,톱(수동식),출하금액[백만원],백만원,16201
전  국,톱(수동식),완제품 연말재고액[백만원],백만원,48
전  국,톱날,사업체수[개],개,30
전  국,톱날,생산액[백만원],백만원,115319
전  국,톱날,출하금액[백만원],백만원,114912
전  국,톱날,완제품 연말재고액[백만원],백만원,5529
전  국,공작기계용 절삭공구,사업체수[개],개,171
전  국,공작기계용 절삭공구,생산액[백만원],백만원,1786520
전  국,공작기계용 절삭공구,출하금액[백만원],백만원,1785005
전  국,공작기계용 절삭공구,완제품 연말재고액[백만원],백만원,203381
전  국,기타 공작기계용 부속물,사업체수[개],개,32
전  국,기타 공작기계용 부속물,생산액[백만원],백만원,79786
전  국,기타 공작기계용 부속물,출하금액[백만원],백만원,80007
전  국,기타 공작기계용 부속물,완제품 연말재고액[백만원],백만원,1826
전  국,쇠못,사업체수[개],개,19
전  국,쇠못,생산액[백만원],백만원,123688
전  국,쇠못,출하금액[백만원],백만원,124547
전  국,쇠못,완제품 연말재고액[백만원],백만원,7248
전  국,나사못(금속제),사업체수[개],개,56
전  국,나사못(금속제),생산액[백만원],백만원,420654
전  국,나사못(금속제),출하금액[백만원],백만원,419865
전  국,나사못(금속제),완제품 연말재고액[백만원],백만원,26134
전  국,볼트 및 너트(금속제),사업체수[개],개,357
전  국,볼트 및 너트(금속제),생산액[백만원],백만원,3438836
전  국,볼트 및 너트(금속제),출하금액[백만원],백만원,3441837
전  국,볼트 및 너트(금속제),완제품 연말재고액[백만원],백만원,171315
전  국,리베트(금속제),사업체수[개],개,12
전  국,리베트(금속제),생산액[백만원],백만원,85647
전  국,리베트(금속제),출하금액[백만원],백만원,86262
전  국,리베트(금속제),완제품 연말재고액[백만원],백만원,2499
전  국,와셔(금속제),사업체수[개],개,36
전  국,와셔(금속제),생산액[백만원],백만원,125477
전  국,와셔(금속제),출하금액[백만원],백만원,124350
전  국,와셔(금속제),완제품 연말재고액[백만원],백만원,4901
전  국,기타 금속파스너,사업체수[개],개,19
전  국,기타 금속파스너,생산액[백만원],백만원,63618
전  국,기타 금속파스너,출하금액[백만원],백만원,62402
전  국,기타 금속파스너,완제품 연말재고액[백만원],백만원,3203
전  국,코일스프링,사업체수[개],개,70
전  국,코일스프링,생산액[백만원],백만원,579780
전  국,코일스프링,출하금액[백만원],백만원,578668
전  국,코일스프링,완제품 연말재고액[백만원],백만원,18769
전  국,잎(판상)스프링,사업체수[개],개,8
전  국,잎(판상)스프링,생산액[백만원],백만원,138773
전  국,잎(판상)스프링,출하금액[백만원],백만원,138274
전  국,잎(판상)스프링,완제품 연말재고액[백만원],백만원,5195
전  국,기타 금속스프링,사업체수[개],개,51
전  국,기타 금속스프링,생산액[백만원],백만원,304907
전  국,기타 금속스프링,출하금액[백만원],백만원,302090
전  국,기타 금속스프링,완제품 연말재고액[백만원],백만원,13564
전  국,철망,사업체수[개],개,113
전  국,철망,생산액[백만원],백만원,563612
전  국,철망,출하금액[백만원],백만원,563952
전  국,철망,완제품 연말재고액[백만원],백만원,22548
전  국,와이어로프,사업체수[개],개,37
전  국,와이어로프,생산액[백만원],백만원,685160
전  국,와이어로프,출하금액[백만원],백만원,682287
전  국,와이어로프,완제품 연말재고액[백만원],백만원,36811
전  국,체인(동력전달용 제외),사업체수[개],개,12
전  국,체인(동력전달용 제외),생산액[백만원],백만원,67861
전  국,체인(동력전달용 제외),출하금액[백만원],백만원,67917
전  국,체인(동력전달용 제외),완제품 연말재고액[백만원],백만원,2030
전  국,기타 철선조립제품,사업체수[개],개,33
전  국,기타 철선조립제품,생산액[백만원],백만원,99147
전  국,기타 철선조립제품,출하금액[백만원],백만원,97264
전  국,기타 철선조립제품,완제품 연말재고액[백만원],백만원,7217
전  국,스틸캔(음식료품용),사업체수[개],개,30
전  국,스틸캔(음식료품용),생산액[백만원],백만원,523827
전  국,스틸캔(음식료품용),출하금액[백만원],백만원,521140
전  국,스틸캔(음식료품용),완제품 연말재고액[백만원],백만원,33990
전  국,알루미늄캔(음식료품용),사업체수[개],개,14
전  국,알루미늄캔(음식료품용),생산액[백만원],백만원,503311
전  국,알루미늄캔(음식료품용),출하금액[백만원],백만원,503476
전  국,알루미늄캔(음식료품용),완제품 연말재고액[백만원],백만원,25746
전  국,에어로졸캔,사업체수[개],개,11
전  국,에어로졸캔,생산액[백만원],백만원,328495
전  국,에어로졸캔,출하금액[백만원],백만원,329757
전  국,에어로졸캔,완제품 연말재고액[백만원],백만원,4204
전  국,드럼통,사업체수[개],개,48
전  국,드럼통,생산액[백만원],백만원,533115
전  국,드럼통,출하금액[백만원],백만원,532396
전  국,드럼통,완제품 연말재고액[백만원],백만원,8269
전  국,금속 튜브용기,사업체수[개],개,17
전  국,금속 튜브용기,생산액[백만원],백만원,73062
전  국,금속 튜브용기,출하금액[백만원],백만원,72858
전  국,금속 튜브용기,완제품 연말재고액[백만원],백만원,1847
전  국,기타 금속포장용기,사업체수[개],개,189
전  국,기타 금속포장용기,생산액[백만원],백만원,785152
전  국,기타 금속포장용기,출하금액[백만원],백만원,784647
전  국,기타 금속포장용기,완제품 연말재고액[백만원],백만원,12036
전  국,병마개,사업체수[개],개,20
전  국,병마개,생산액[백만원],백만원,230419
전  국,병마개,출하금액[백만원],백만원,230719
전  국,병마개,완제품 연말재고액[백만원],백만원,9672
전  국,금고,사업체수[개],개,11
전  국,금고,생산액[백만원],백만원,106294
전  국,금고,출하금액[백만원],백만원,106275
전  국,금고,완제품 연말재고액[백만원],백만원,1499
전  국,금고 부품,사업체수[개],개,2
전  국,금고 부품,생산액[백만원],백만원,...
전  국,금고 부품,출하금액[백만원],백만원,...
전  국,금고 부품,완제품 연말재고액[백만원],백만원,...
전  국,알루미늄제 주방 및 식탁용품,사업체수[개],개,82
전  국,알루미늄제 주방 및 식탁용품,생산액[백만원],백만원,724746
전  국,알루미늄제 주방 및 식탁용품,출하금액[백만원],백만원,724612
전  국,알루미늄제 주방 및 식탁용품,완제품 연말재고액[백만원],백만원,43664
전  국,스텐레스 주방 및 식탁용품,사업체수[개],개,72
전  국,스텐레스 주방 및 식탁용품,생산액[백만원],백만원,267470
전  국,스텐레스 주방 및 식탁용품,출하금액[백만원],백만원,267371
전  국,스텐레스 주방 및 식탁용품,완제품 연말재고액[백만원],백만원,17680
전  국,법랑제 주방 및 식탁용품,사업체수[개],개,2
전  국,법랑제 주방 및 식탁용품,생산액[백만원],백만원,...
전  국,법랑제 주방 및 식탁용품,출하금액[백만원],백만원,...
전  국,법랑제 주방 및 식탁용품,완제품 연말재고액[백만원],백만원,...
전  국,기타 금속제 주방 및 식탁용품,사업체수[개],개,11
전  국,기타 금속제 주방 및 식탁용품,생산액[백만원],백만원,14133
전  국,기타 금속제 주방 및 식탁용품,출하금액[백만원],백만원,14009
전  국,기타 금속제 주방 및 식탁용품,완제품 연말재고액[백만원],백만원,685
전  국,싱크상판,사업체수[개],개,28
전  국,싱크상판,생산액[백만원],백만원,114227
전  국,싱크상판,출하금액[백만원],백만원,114486
전  국,싱크상판,완제품 연말재고액[백만원],백만원,6775
전  국,기타 금속 위생용품,사업체수[개],개,23
전  국,기타 금속 위생용품,생산액[백만원],백만원,95429
전  국,기타 금속 위생용품,출하금액[백만원],백만원,95492
전  국,기타 금속 위생용품,완제품 연말재고액[백만원],백만원,4811
전  국,금속표시판,사업체수[개],개,45
전  국,금속표시판,생산액[백만원],백만원,128855
전  국,금속표시판,출하금액[백만원],백만원,129582
전  국,금속표시판,완제품 연말재고액[백만원],백만원,1785
전  국,금속제 액자틀,사업체수[개],개,4
전  국,금속제 액자틀,생산액[백만원],백만원,9419
전  국,금속제 액자틀,출하금액[백만원],백만원,9756
전  국,금속제 액자틀,완제품 연말재고액[백만원],백만원,153
전  국,기타 금속제 장식용품,사업체수[개],개,33
전  국,기타 금속제 장식용품,생산액[백만원],백만원,129241
전  국,기타 금속제 장식용품,출하금액[백만원],백만원,128762
전  국,기타 금속제 장식용품,완제품 연말재고액[백만원],백만원,3965
전  국,용접봉,사업체수[개],개,28
전  국,용접봉,생산액[백만원],백만원,1045943
전  국,용접봉,출하금액[백만원],백만원,1039885
전  국,용접봉,완제품 연말재고액[백만원],백만원,70805
전  국,금속 사다리 및 부품,사업체수[개],개,17
전  국,금속 사다리 및 부품,생산액[백만원],백만원,38920
전  국,금속 사다리 및 부품,출하금액[백만원],백만원,38674
전  국,금속 사다리 및 부품,완제품 연말재고액[백만원],백만원,2263
전  국,"선박용 프로펠러, 날 및 닻",사업체수[개],개,17
전  국,"선박용 프로펠러, 날 및 닻",생산액[백만원],백만원,199099
전  국,"선박용 프로펠러, 날 및 닻",출하금액[백만원],백만원,199418
전  국,"선박용 프로펠러, 날 및 닻",완제품 연말재고액[백만원],백만원,26596
전  국,금속제 파킹 및 가스켓,사업체수[개],개,30
전  국,금속제 파킹 및 가스켓,생산액[백만원],백만원,189174
전  국,금속제 파킹 및 가스켓,출하금액[백만원],백만원,187778
전  국,금속제 파킹 및 가스켓,완제품 연말재고액[백만원],백만원,8304
전  국,기타 조립금속제품,사업체수[개],개,51
전  국,기타 조립금속제품,생산액[백만원],백만원,424417
전  국,기타 조립금속제품,출하금액[백만원],백만원,431207
전  국,기타 조립금속제품,완제품 연말재고액[백만원],백만원,12186
전  국,금속제 영구자석 제조,사업체수[개],개,5
전  국,금속제 영구자석 제조,생산액[백만원],백만원,127405
전  국,금속제 영구자석 제조,출하금액[백만원],백만원,126819
전  국,금속제 영구자석 제조,완제품 연말재고액[백만원],백만원,9725
전  국,바늘,사업체수[개],개,10
전  국,바늘,생산액[백만원],백만원,70603
전  국,바늘,출하금액[백만원],백만원,70015
전  국,바늘,완제품 연말재고액[백만원],백만원,14075
전  국,기타 분류안된 금속가공제품,사업체수[개],개,40
전  국,기타 분류안된 금속가공제품,생산액[백만원],백만원,114375
전  국,기타 분류안된 금속가공제품,출하금액[백만원],백만원,112615
전  국,기타 분류안된 금속가공제품,완제품 연말재고액[백만원],백만원,6670
전  국,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",사업체수[개],개,3786
전  국,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",생산액[백만원],백만원,238693065
전  국,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",출하금액[백만원],백만원,238489306
전  국,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",완제품 연말재고액[백만원],백만원,4402596
전  국,D RAM,사업체수[개],개,4
전  국,D RAM,생산액[백만원],백만원,34909399
전  국,D RAM,출하금액[백만원],백만원,34930293
전  국,D RAM,완제품 연말재고액[백만원],백만원,387753
전  국,S RAM,사업체수[개],개,5
전  국,S RAM,생산액[백만원],백만원,18284
전  국,S RAM,출하금액[백만원],백만원,18299
전  국,S RAM,완제품 연말재고액[백만원],백만원,205
전  국,Flash 메모리 (모듈포함),사업체수[개],개,11
전  국,Flash 메모리 (모듈포함),생산액[백만원],백만원,7822658
전  국,Flash 메모리 (모듈포함),출하금액[백만원],백만원,7690687
전  국,Flash 메모리 (모듈포함),완제품 연말재고액[백만원],백만원,431459
전  국,기타 반도체 메모리,사업체수[개],개,22
전  국,기타 반도체 메모리,생산액[백만원],백만원,5854211
전  국,기타 반도체 메모리,출하금액[백만원],백만원,5844390
전  국,기타 반도체 메모리,완제품 연말재고액[백만원],백만원,35639
전  국,스탠다드로직,사업체수[개],개,3
전  국,스탠다드로직,생산액[백만원],백만원,7354154
전  국,스탠다드로직,출하금액[백만원],백만원,7360374
전  국,스탠다드로직,완제품 연말재고액[백만원],백만원,121052
전  국,ASIC 로직,사업체수[개],개,11
전  국,ASIC 로직,생산액[백만원],백만원,1894286
전  국,ASIC 로직,출하금액[백만원],백만원,1852557
전  국,ASIC 로직,완제품 연말재고액[백만원],백만원,80488
전  국,마이크로 콤퍼넌트,사업체수[개],개,8
전  국,마이크로 콤퍼넌트,생산액[백만원],백만원,231238
전  국,마이크로 콤퍼넌트,출하금액[백만원],백만원,223356
전  국,마이크로 콤퍼넌트,완제품 연말재고액[백만원],백만원,12938
전  국,바이폴라 IＣ,사업체수[개],개,4
전  국,바이폴라 IＣ,생산액[백만원],백만원,178651
전  국,바이폴라 IＣ,출하금액[백만원],백만원,178145
전  국,바이폴라 IＣ,완제품 연말재고액[백만원],백만원,4214
전  국,기타 모노리식 디지털 집적회로,사업체수[개],개,4
전  국,기타 모노리식 디지털 집적회로,생산액[백만원],백만원,593251
전  국,기타 모노리식 디지털 집적회로,출하금액[백만원],백만원,594022
전  국,기타 모노리식 디지털 집적회로,완제품 연말재고액[백만원],백만원,2432
전  국,아날로그 집적회로,사업체수[개],개,3
전  국,아날로그 집적회로,생산액[백만원],백만원,25765
전  국,아날로그 집적회로,출하금액[백만원],백만원,25493
전  국,아날로그 집적회로,완제품 연말재고액[백만원],백만원,1411
전  국,하이브리드 집적회로,사업체수[개],개,5
전  국,하이브리드 집적회로,생산액[백만원],백만원,39721
전  국,하이브리드 집적회로,출하금액[백만원],백만원,36903
전  국,하이브리드 집적회로,완제품 연말재고액[백만원],백만원,13719
전  국,기타 혼성 집적회로,사업체수[개],개,7
전  국,기타 혼성 집적회로,생산액[백만원],백만원,71766
전  국,기타 혼성 집적회로,출하금액[백만원],백만원,72080
전  국,기타 혼성 집적회로,완제품 연말재고액[백만원],백만원,790
전  국,극소형 조립회로,사업체수[개],개,9
전  국,극소형 조립회로,생산액[백만원],백만원,2236887
전  국,극소형 조립회로,출하금액[백만원],백만원,2232524
전  국,극소형 조립회로,완제품 연말재고액[백만원],백만원,24526
전  국,CMOS이미지센서,사업체수[개],개,5
전  국,CMOS이미지센서,생산액[백만원],백만원,179721
전  국,CMOS이미지센서,출하금액[백만원],백만원,179058
전  국,CMOS이미지센서,완제품 연말재고액[백만원],백만원,4700
전  국,D D I,사업체수[개],개,6
전  국,D D I,생산액[백만원],백만원,478532
전  국,D D I,출하금액[백만원],백만원,484320
전  국,D D I,완제품 연말재고액[백만원],백만원,2039
전  국,전자집적회로 부분품,사업체수[개],개,32
전  국,전자집적회로 부분품,생산액[백만원],백만원,1069343
전  국,전자집적회로 부분품,출하금액[백만원],백만원,1069540
전  국,전자집적회로 부분품,완제품 연말재고액[백만원],백만원,32068
전  국,트랜지스터,사업체수[개],개,18
전  국,트랜지스터,생산액[백만원],백만원,281675
전  국,트랜지스터,출하금액[백만원],백만원,279210
전  국,트랜지스터,완제품 연말재고액[백만원],백만원,18470
전  국,다이오드,사업체수[개],개,17
전  국,다이오드,생산액[백만원],백만원,310329
전  국,다이오드,출하금액[백만원],백만원,303854
전  국,다이오드,완제품 연말재고액[백만원],백만원,18999
전  국,LED(패키징),사업체수[개],개,60
전  국,LED(패키징),생산액[백만원],백만원,3638821
전  국,LED(패키징),출하금액[백만원],백만원,3626483
전  국,LED(패키징),완제품 연말재고액[백만원],백만원,131157
전  국,감광성 반도체소자,사업체수[개],개,18
전  국,감광성 반도체소자,생산액[백만원],백만원,607623
전  국,감광성 반도체소자,출하금액[백만원],백만원,609821
전  국,감광성 반도체소자,완제품 연말재고액[백만원],백만원,19194
전  국,압전소자,사업체수[개],개,2
전  국,압전소자,생산액[백만원],백만원,...
전  국,압전소자,출하금액[백만원],백만원,...
전  국,압전소자,완제품 연말재고액[백만원],백만원,...
전  국,수정진동자,사업체수[개],개,5
전  국,수정진동자,생산액[백만원],백만원,48508
전  국,수정진동자,출하금액[백만원],백만원,48416
전  국,수정진동자,완제품 연말재고액[백만원],백만원,1160
전  국,반도체웨이퍼,사업체수[개],개,25
전  국,반도체웨이퍼,생산액[백만원],백만원,1274795
전  국,반도체웨이퍼,출하금액[백만원],백만원,1278372
전  국,반도체웨이퍼,완제품 연말재고액[백만원],백만원,80354
전  국,LED 에피칩,사업체수[개],개,8
전  국,LED 에피칩,생산액[백만원],백만원,30459
전  국,LED 에피칩,출하금액[백만원],백만원,30346
전  국,LED 에피칩,완제품 연말재고액[백만원],백만원,2416
전  국,기타 반도체개별소자,사업체수[개],개,22
전  국,기타 반도체개별소자,생산액[백만원],백만원,270797
전  국,기타 반도체개별소자,출하금액[백만원],백만원,263607
전  국,기타 반도체개별소자,완제품 연말재고액[백만원],백만원,23106
전  국,태양광웨이퍼,사업체수[개],개,2
전  국,태양광웨이퍼,생산액[백만원],백만원,...
전  국,태양광웨이퍼,출하금액[백만원],백만원,...
전  국,태양광웨이퍼,완제품 연말재고액[백만원],백만원,...
전  국,태양전지,사업체수[개],개,6
전  국,태양전지,생산액[백만원],백만원,684312
전  국,태양전지,출하금액[백만원],백만원,675515
