행정구역별,품목별,항목,단위,2014 년
전  국,태양전지,완제품 연말재고액[백만원],백만원,64678
전  국,"다이오드, 트랜지스터 및 반도체 부품",사업체수[개],개,86
전  국,"다이오드, 트랜지스터 및 반도체 부품",생산액[백만원],백만원,1494122
전  국,"다이오드, 트랜지스터 및 반도체 부품",출하금액[백만원],백만원,1483890
전  국,"다이오드, 트랜지스터 및 반도체 부품",완제품 연말재고액[백만원],백만원,106074
전  국,노트북용LCD,사업체수[개],개,10
전  국,노트북용LCD,생산액[백만원],백만원,6114658
전  국,노트북용LCD,출하금액[백만원],백만원,6116018
전  국,노트북용LCD,완제품 연말재고액[백만원],백만원,26677
전  국,TV용 LCD,사업체수[개],개,17
전  국,TV용 LCD,생산액[백만원],백만원,27847585
전  국,TV용 LCD,출하금액[백만원],백만원,27816667
전  국,TV용 LCD,완제품 연말재고액[백만원],백만원,338162
전  국,모니터용 LCD,사업체수[개],개,21
전  국,모니터용 LCD,생산액[백만원],백만원,7248738
전  국,모니터용 LCD,출하금액[백만원],백만원,7267746
전  국,모니터용 LCD,완제품 연말재고액[백만원],백만원,104625
전  국,기타 LCD,사업체수[개],개,17
전  국,기타 LCD,생산액[백만원],백만원,5928999
전  국,기타 LCD,출하금액[백만원],백만원,5939418
전  국,기타 LCD,완제품 연말재고액[백만원],백만원,29988
전  국,LCD용 컬러 필터,사업체수[개],개,4
전  국,LCD용 컬러 필터,생산액[백만원],백만원,575916
전  국,LCD용 컬러 필터,출하금액[백만원],백만원,579059
전  국,LCD용 컬러 필터,완제품 연말재고액[백만원],백만원,22313
전  국,LCD용 백라이트 유니트(BLU),사업체수[개],개,36
전  국,LCD용 백라이트 유니트(BLU),생산액[백만원],백만원,2607955
전  국,LCD용 백라이트 유니트(BLU),출하금액[백만원],백만원,2605979
전  국,LCD용 백라이트 유니트(BLU),완제품 연말재고액[백만원],백만원,33607
전  국,진공형광관,사업체수[개],개,3
전  국,진공형광관,생산액[백만원],백만원,49765
전  국,진공형광관,출하금액[백만원],백만원,49127
전  국,진공형광관,완제품 연말재고액[백만원],백만원,976
전  국,LCD편광필름,사업체수[개],개,31
전  국,LCD편광필름,생산액[백만원],백만원,5796822
전  국,LCD편광필름,출하금액[백만원],백만원,5806422
전  국,LCD편광필름,완제품 연말재고액[백만원],백만원,116345
전  국,기타 액정표시장치 부품,사업체수[개],개,61
전  국,기타 액정표시장치 부품,생산액[백만원],백만원,1784166
전  국,기타 액정표시장치 부품,출하금액[백만원],백만원,1777055
전  국,기타 액정표시장치 부품,완제품 연말재고액[백만원],백만원,31145
전  국,PDP,사업체수[개],개,5
전  국,PDP,생산액[백만원],백만원,1049937
전  국,PDP,출하금액[백만원],백만원,1057365
전  국,PDP,완제품 연말재고액[백만원],백만원,3609
전  국,OLED,사업체수[개],개,14
전  국,OLED,생산액[백만원],백만원,8113957
전  국,OLED,출하금액[백만원],백만원,8145440
전  국,OLED,완제품 연말재고액[백만원],백만원,122728
전  국,터치스크린 패널,사업체수[개],개,18
전  국,터치스크린 패널,생산액[백만원],백만원,896790
전  국,터치스크린 패널,출하금액[백만원],백만원,902573
전  국,터치스크린 패널,완제품 연말재고액[백만원],백만원,27072
전  국,기타 평판디스플레이 판넬,사업체수[개],개,7
전  국,기타 평판디스플레이 판넬,생산액[백만원],백만원,28483
전  국,기타 평판디스플레이 판넬,출하금액[백만원],백만원,29054
전  국,기타 평판디스플레이 판넬,완제품 연말재고액[백만원],백만원,530
전  국,기타 평판 디스플레이 부품,사업체수[개],개,23
전  국,기타 평판 디스플레이 부품,생산액[백만원],백만원,499269
전  국,기타 평판 디스플레이 부품,출하금액[백만원],백만원,491365
전  국,기타 평판 디스플레이 부품,완제품 연말재고액[백만원],백만원,15777
전  국,PDP필터,사업체수[개],개,1
전  국,PDP필터,생산액[백만원],백만원,...
전  국,PDP필터,출하금액[백만원],백만원,...
전  국,PDP필터,완제품 연말재고액[백만원],백만원,...
전  국,페놀동박적층판,사업체수[개],개,23
전  국,페놀동박적층판,생산액[백만원],백만원,393666
전  국,페놀동박적층판,출하금액[백만원],백만원,392069
전  국,페놀동박적층판,완제품 연말재고액[백만원],백만원,12288
전  국,에폭시동박적층판,사업체수[개],개,28
전  국,에폭시동박적층판,생산액[백만원],백만원,841519
전  국,에폭시동박적층판,출하금액[백만원],백만원,838564
전  국,에폭시동박적층판,완제품 연말재고액[백만원],백만원,25184
전  국,기타 인쇄회로원판,사업체수[개],개,51
전  국,기타 인쇄회로원판,생산액[백만원],백만원,764247
전  국,기타 인쇄회로원판,출하금액[백만원],백만원,764475
전  국,기타 인쇄회로원판,완제품 연말재고액[백만원],백만원,28846
전  국,페놀인쇄회로기판,사업체수[개],개,13
전  국,페놀인쇄회로기판,생산액[백만원],백만원,488324
전  국,페놀인쇄회로기판,출하금액[백만원],백만원,486987
전  국,페놀인쇄회로기판,완제품 연말재고액[백만원],백만원,16257
전  국,에폭시인쇄회로기판,사업체수[개],개,104
전  국,에폭시인쇄회로기판,생산액[백만원],백만원,4369061
전  국,에폭시인쇄회로기판,출하금액[백만원],백만원,4323275
전  국,에폭시인쇄회로기판,완제품 연말재고액[백만원],백만원,210323
전  국,기타 인쇄회로기판,사업체수[개],개,141
전  국,기타 인쇄회로기판,생산액[백만원],백만원,3297174
전  국,기타 인쇄회로기판,출하금액[백만원],백만원,3320863
전  국,기타 인쇄회로기판,완제품 연말재고액[백만원],백만원,98999
전  국,전자부품 실장기판,사업체수[개],개,223
전  국,전자부품 실장기판,생산액[백만원],백만원,2764680
전  국,전자부품 실장기판,출하금액[백만원],백만원,2763841
전  국,전자부품 실장기판,완제품 연말재고액[백만원],백만원,64300
전  국,컬러TV용 음극선관,사업체수[개],개,1
전  국,컬러TV용 음극선관,생산액[백만원],백만원,...
전  국,컬러TV용 음극선관,출하금액[백만원],백만원,...
전  국,컬러TV용 음극선관,완제품 연말재고액[백만원],백만원,...
전  국,자전관,사업체수[개],개,3
전  국,자전관,생산액[백만원],백만원,15068
전  국,자전관,출하금액[백만원],백만원,15111
전  국,자전관,완제품 연말재고액[백만원],백만원,393
전  국,기타전자관,사업체수[개],개,4
전  국,기타전자관,생산액[백만원],백만원,13199
전  국,기타전자관,출하금액[백만원],백만원,12797
전  국,기타전자관,완제품 연말재고액[백만원],백만원,613
전  국,기타 전자관 부품,사업체수[개],개,7
전  국,기타 전자관 부품,생산액[백만원],백만원,45906
전  국,기타 전자관 부품,출하금액[백만원],백만원,46473
전  국,기타 전자관 부품,완제품 연말재고액[백만원],백만원,1850
전  국,탄탈륨 축전기,사업체수[개],개,1
전  국,탄탈륨 축전기,생산액[백만원],백만원,...
전  국,탄탈륨 축전기,출하금액[백만원],백만원,...
전  국,탄탈륨 축전기,완제품 연말재고액[백만원],백만원,...
전  국,알미늄 전해축전기,사업체수[개],개,5
전  국,알미늄 전해축전기,생산액[백만원],백만원,308466
전  국,알미늄 전해축전기,출하금액[백만원],백만원,308825
전  국,알미늄 전해축전기,완제품 연말재고액[백만원],백만원,9416
전  국,세라믹 유전체의 고정축전기,사업체수[개],개,14
전  국,세라믹 유전체의 고정축전기,생산액[백만원],백만원,924043
전  국,세라믹 유전체의 고정축전기,출하금액[백만원],백만원,925862
전  국,세라믹 유전체의 고정축전기,완제품 연말재고액[백만원],백만원,31156
전  국,종이 및 플라스틱 고정축전기,사업체수[개],개,3
전  국,종이 및 플라스틱 고정축전기,생산액[백만원],백만원,22700
전  국,종이 및 플라스틱 고정축전기,출하금액[백만원],백만원,22678
전  국,종이 및 플라스틱 고정축전기,완제품 연말재고액[백만원],백만원,1054
전  국,기타 고정식축전기,사업체수[개],개,4
전  국,기타 고정식축전기,생산액[백만원],백만원,20378
전  국,기타 고정식축전기,출하금액[백만원],백만원,20210
전  국,기타 고정식축전기,완제품 연말재고액[백만원],백만원,2472
전  국,전자회로용 가변식 축전기,사업체수[개],개,7
전  국,전자회로용 가변식 축전기,생산액[백만원],백만원,36310
전  국,전자회로용 가변식 축전기,출하금액[백만원],백만원,34960
전  국,전자회로용 가변식 축전기,완제품 연말재고액[백만원],백만원,5084
전  국,전기고압용 축전기(>=0.5KW),사업체수[개],개,8
전  국,전기고압용 축전기(>=0.5KW),생산액[백만원],백만원,77266
전  국,전기고압용 축전기(>=0.5KW),출하금액[백만원],백만원,77155
전  국,전기고압용 축전기(>=0.5KW),완제품 연말재고액[백만원],백만원,1594
전  국,축전기 부품,사업체수[개],개,12
전  국,축전기 부품,생산액[백만원],백만원,214967
전  국,축전기 부품,출하금액[백만원],백만원,215351
전  국,축전기 부품,완제품 연말재고액[백만원],백만원,11277
전  국,탄소피막형 고정저항기,사업체수[개],개,6
전  국,탄소피막형 고정저항기,생산액[백만원],백만원,41260
전  국,탄소피막형 고정저항기,출하금액[백만원],백만원,40491
전  국,탄소피막형 고정저항기,완제품 연말재고액[백만원],백만원,5363
전  국,칩형 고정저항기,사업체수[개],개,6
전  국,칩형 고정저항기,생산액[백만원],백만원,90276
전  국,칩형 고정저항기,출하금액[백만원],백만원,90329
전  국,칩형 고정저항기,완제품 연말재고액[백만원],백만원,1418
전  국,기타 고정저항기,사업체수[개],개,3
전  국,기타 고정저항기,생산액[백만원],백만원,8393
전  국,기타 고정저항기,출하금액[백만원],백만원,8566
전  국,기타 고정저항기,완제품 연말재고액[백만원],백만원,272
전  국,탄소 가변저항기,사업체수[개],개,1
전  국,탄소 가변저항기,생산액[백만원],백만원,...
